Row,Column,Goal Row,Goal Column,Vertical Distance to Goal,Horizontal Distance to Goal,Direction,Sector Cost,Cost To Goal
3,3,1,2,2,1,2,14,10.0
3,2,1,2,2,0,2,14,6.0
3,2,1,2,2,0,1,14,4.0
2,2,1,2,1,0,1,0,1.0
1,2,1,2,0,0,1,0,0
4,5,0,5,4,0,1,7,7.0
3,5,0,5,3,0,1,7,4.0
2,5,0,5,2,0,1,7,2.0
1,5,0,5,1,0,1,0,1.0
0,5,0,5,0,0,1,0,0
4,5,0,3,4,2,1,17,14.0
3,5,0,3,3,2,1,17,11.0
2,5,0,3,2,2,1,17,10.0
2,5,0,3,2,2,2,17,9.0
2,4,0,3,2,1,2,12,7.0
2,3,0,3,2,0,2,12,5.0
2,3,0,3,2,0,1,12,4.0
1,3,0,3,1,0,1,0,1.0
0,3,0,3,0,0,1,0,0
0,0,4,1,4,1,1,19,16.0
0,0,4,1,4,1,2,19,15.0
0,0,4,1,4,1,3,19,14.0
1,0,4,1,3,1,3,19,11.0
2,0,4,1,2,1,3,19,9.0
3,0,4,1,1,1,3,0,6.0
4,0,4,1,0,1,3,0,3.0
4,0,4,1,0,1,4,0,1.0
4,1,4,1,0,0,4,0,0
0,5,1,3,1,2,1,20,9.0
0,5,1,3,1,2,2,20,8.0
0,5,1,3,1,2,3,20,7.0
1,5,1,3,0,2,3,20,5.0
1,5,1,3,0,2,2,20,4.0
1,4,1,3,0,1,2,0,1.0
1,3,1,3,0,0,2,0,0
4,3,5,3,1,0,1,0,3.0
4,3,5,3,1,0,2,0,2.0
4,3,5,3,1,0,3,0,1.0
5,3,5,3,0,0,3,0,0
2,3,3,4,1,1,1,0,8.0
2,3,3,4,1,1,4,0,7.0
2,4,3,4,1,0,4,0,3.0
2,4,3,4,1,0,3,0,1.0
3,4,3,4,0,0,3,0,0
0,4,3,0,3,4,1,20,20.0
0,4,3,0,3,4,2,20,19.0
0,4,3,0,3,4,3,20,18.0
1,4,3,0,2,4,3,20,17.0
2,4,3,0,1,4,3,16,15.0
3,4,3,0,0,4,3,16,12.0
3,4,3,0,0,4,2,16,10.0
3,3,3,0,0,3,2,16,7.0
3,2,3,0,0,2,2,16,4.0
3,1,3,0,0,1,2,0,1.0
3,0,3,0,0,0,2,0,0
2,0,3,0,1,0,1,0,3.0
2,0,3,0,1,0,2,0,2.0
2,0,3,0,1,0,3,0,1.0
3,0,3,0,0,0,3,0,0
5,1,2,4,3,3,1,22,22.0
5,1,2,4,3,3,4,22,21.0
5,2,2,4,3,2,4,22,18.0
5,3,2,4,3,1,4,21,13.0
5,3,2,4,3,1,1,21,10.0
4,3,2,4,2,1,1,21,8.0
4,3,2,4,2,1,4,21,7.0
4,4,2,4,2,0,4,21,5.0
4,4,2,4,2,0,1,21,4.0
3,4,2,4,1,0,1,0,1.0
2,4,2,4,0,0,1,0,0
5,1,3,4,2,3,1,18,20.0
5,1,3,4,2,3,4,18,19.0
5,2,3,4,2,2,4,18,16.0
5,3,3,4,2,1,4,21,9.0
5,4,3,4,2,0,4,21,6.0
5,4,3,4,2,0,1,21,4.0
4,4,3,4,1,0,1,0,1.0
3,4,3,4,0,0,1,0,0
5,5,5,1,0,4,1,10,9.0
5,5,5,1,0,4,2,10,8.0
5,4,5,1,0,3,2,10,5.0
5,3,5,1,0,2,2,10,4.0
5,2,5,1,0,1,2,0,1.0
5,1,5,1,0,0,2,0,0
3,2,5,3,2,1,1,15,11.0
3,2,5,3,2,1,4,15,10.0
3,3,5,3,2,0,4,15,6.0
3,3,5,3,2,0,3,15,4.0
4,3,5,3,1,0,3,0,1.0
5,3,5,3,0,0,3,0,0
2,4,2,3,0,1,1,0,2.0
2,4,2,3,0,1,2,0,1.0
2,3,2,3,0,0,2,0,0
4,1,1,0,3,1,1,11,17.0
3,1,1,0,2,1,1,11,14.0
2,1,1,0,1,1,1,0,9.0
1,1,1,0,0,1,1,0,4.0
1,1,1,0,0,1,2,0,1.0
1,0,1,0,0,0,2,0,0
2,3,1,5,1,2,1,13,6.0
2,3,1,5,1,2,4,13,5.0
2,4,1,5,1,1,4,0,3.0
2,5,1,5,1,0,4,0,2.0
2,5,1,5,1,0,1,0,1.0
1,5,1,5,0,0,1,0,0
0,1,2,2,2,1,1,12,14.0
0,1,2,2,2,1,2,12,13.0
0,1,2,2,2,1,3,12,12.0
1,1,2,2,1,1,3,0,9.0
1,1,2,2,1,1,4,0,7.0
1,2,2,2,1,0,4,0,3.0
1,2,2,2,1,0,3,0,1.0
2,2,2,2,0,0,3,0,0
3,0,0,3,3,3,1,18,18.0
3,0,0,3,3,3,4,18,17.0
3,1,0,3,3,2,4,18,14.0
3,2,0,3,3,1,4,15,11.0
3,2,0,3,3,1,1,15,9.0
2,2,0,3,2,1,1,15,8.0
2,2,0,3,2,1,4,15,7.0
2,3,0,3,2,0,4,15,5.0
2,3,0,3,2,0,1,15,4.0
1,3,0,3,1,0,1,0,1.0
0,3,0,3,0,0,1,0,0
0,1,4,3,4,2,1,9,26.0
0,1,4,3,4,2,2,9,25.0
0,1,4,3,4,2,3,9,24.0
1,1,4,3,3,2,3,9,21.0
2,1,4,3,2,2,3,9,12.0
3,1,4,3,1,2,3,14,9.0
4,1,4,3,0,2,3,14,6.0
4,1,4,3,0,2,4,14,4.0
4,2,4,3,0,1,4,0,1.0
4,3,4,3,0,0,4,0,0
1,2,0,5,1,3,1,17,18.0
0,2,0,5,0,3,1,17,13.0
0,2,0,5,0,3,4,17,10.0
0,3,0,5,0,2,4,17,9.0
0,4,0,5,0,1,4,0,1.0
0,5,0,5,0,0,4,0,0
0,3,4,3,4,0,1,16,13.0
0,3,4,3,4,0,2,16,12.0
0,3,4,3,4,0,3,16,11.0
1,3,4,3,3,0,3,16,8.0
2,3,4,3,2,0,3,16,4.0
3,3,4,3,1,0,3,0,1.0
4,3,4,3,0,0,3,0,0
0,0,0,4,0,4,1,9,11.0
0,0,0,4,0,4,4,9,10.0
0,1,0,4,0,3,4,9,8.0
0,2,0,4,0,2,4,9,2.0
0,3,0,4,0,1,4,0,1.0
0,4,0,4,0,0,4,0,0
4,5,2,1,2,4,1,15,18.0
3,5,2,1,1,4,1,17,15.0
2,5,2,1,0,4,1,17,12.0
2,5,2,1,0,4,2,17,10.0
2,4,2,1,0,3,2,17,7.0
2,3,2,1,0,2,2,17,4.0
2,2,2,1,0,1,2,0,1.0
2,1,2,1,0,0,2,0,0
5,5,5,0,0,5,1,9,12.0
5,5,5,0,0,5,2,9,11.0
5,4,5,0,0,4,2,9,8.0
5,3,5,0,0,3,2,9,5.0
5,2,5,0,0,2,2,9,2.0
5,1,5,0,0,1,2,0,1.0
5,0,5,0,0,0,2,0,0
3,5,1,5,2,0,1,9,4.0
2,5,1,5,1,0,1,0,1.0
1,5,1,5,0,0,1,0,0
3,5,2,2,1,3,1,15,12.0
2,5,2,2,0,3,1,15,9.0
2,5,2,2,0,3,2,15,7.0
2,4,2,2,0,2,2,15,4.0
2,3,2,2,0,1,2,0,1.0
2,2,2,2,0,0,2,0,0
1,1,2,1,1,0,1,0,3.0
1,1,2,1,1,0,2,0,2.0
1,1,2,1,1,0,3,0,1.0
2,1,2,1,0,0,3,0,0
1,1,4,2,3,1,1,13,15.0
1,1,4,2,3,1,2,13,14.0
1,1,4,2,3,1,3,13,13.0
2,1,4,2,2,1,3,13,12.0
3,1,4,2,1,1,3,0,6.0
3,1,4,2,1,1,4,0,3.0
3,2,4,2,1,0,4,0,2.0
3,2,4,2,1,0,3,0,1.0
4,2,4,2,0,0,3,0,0
3,3,0,2,3,1,1,16,15.0
3,3,0,2,3,1,2,16,14.0
3,2,0,2,3,0,2,16,8.0
3,2,0,2,3,0,1,16,5.0
2,2,0,2,2,0,1,16,2.0
1,2,0,2,1,0,1,0,1.0
0,2,0,2,0,0,1,0,0
0,0,0,4,0,4,1,16,18.0
0,0,0,4,0,4,2,16,17.0
0,0,0,4,0,4,3,16,16.0
1,0,0,4,1,4,3,16,15.0
1,0,0,4,1,4,4,16,14.0
1,1,0,4,1,3,4,16,11.0
1,2,0,4,1,2,4,16,9.0
1,3,0,4,1,1,4,0,6.0
1,4,0,4,1,0,4,0,3.0
1,4,0,4,1,0,1,0,1.0
0,4,0,4,0,0,1,0,0
0,4,3,3,3,1,1,20,14.0
0,4,3,3,3,1,2,20,13.0
0,4,3,3,3,1,3,20,12.0
1,4,3,3,2,1,3,20,9.0
2,4,3,3,1,1,3,0,6.0
3,4,3,3,0,1,3,0,3.0
3,4,3,3,0,1,2,0,1.0
3,3,3,3,0,0,2,0,0
3,4,1,2,2,2,1,11,13.0
3,4,1,2,2,2,2,11,12.0
3,3,1,2,2,1,2,5,9.0
3,2,1,2,2,0,2,5,5.0
3,2,1,2,2,0,1,5,3.0
2,2,1,2,1,0,1,0,1.0
1,2,1,2,0,0,1,0,0
4,0,1,4,3,4,1,14,22.0
3,0,1,4,2,4,1,14,19.0
3,0,1,4,2,4,4,14,17.0
3,1,1,4,2,3,4,14,14.0
3,1,1,4,2,3,1,14,12.0
2,1,1,4,1,3,1,13,9.0
1,1,1,4,0,3,1,13,8.0
1,1,1,4,0,3,4,13,7.0
1,2,1,4,0,2,4,13,4.0
1,3,1,4,0,1,4,0,1.0
1,4,1,4,0,0,4,0,0
5,2,3,0,2,2,1,8,9.0
4,2,3,0,1,2,1,8,6.0
3,2,3,0,0,2,1,8,4.0
3,2,3,0,0,2,2,8,3.0
3,1,3,0,0,1,2,0,1.0
3,0,3,0,0,0,2,0,0
3,0,0,0,3,0,1,16,5.0
2,0,0,0,2,0,1,16,4.0
1,0,0,0,1,0,1,0,1.0
0,0,0,0,0,0,1,0,0
2,3,1,5,1,2,1,12,11.0
2,3,1,5,1,2,4,12,10.0
2,4,1,5,1,1,4,0,7.0
2,5,1,5,1,0,4,0,3.0
2,5,1,5,1,0,1,0,1.0
1,5,1,5,0,0,1,0,0
5,5,0,1,5,4,1,12,27.0
4,5,0,1,4,4,1,12,24.0
3,5,0,1,3,4,1,12,19.0
2,5,0,1,2,4,1,12,16.0
1,5,0,1,1,4,1,3,12.0
1,5,0,1,1,4,2,3,10.0
1,4,0,1,1,3,2,3,7.0
1,3,0,1,1,2,2,3,6.0
1,2,0,1,1,1,2,0,4.0
1,2,0,1,1,1,1,0,3.0
0,2,0,1,0,1,1,0,2.0
0,2,0,1,0,1,2,0,1.0
0,1,0,1,0,0,2,0,0
4,3,1,2,3,1,1,15,15.0
4,3,1,2,3,1,2,15,14.0
4,2,1,2,3,0,2,15,8.0
4,2,1,2,3,0,1,15,5.0
3,2,1,2,2,0,1,15,4.0
2,2,1,2,1,0,1,0,1.0
1,2,1,2,0,0,1,0,0
0,5,3,5,3,0,1,9,13.0
0,5,3,5,3,0,2,9,12.0
0,4,3,5,3,1,2,9,9.0
0,4,3,5,3,1,3,9,7.0
1,4,3,5,2,1,3,9,5.0
2,4,3,5,1,1,3,0,4.0
3,4,3,5,0,1,3,0,2.0
3,4,3,5,0,1,4,0,1.0
3,5,3,5,0,0,4,0,0
5,1,5,0,0,1,1,0,2.0
5,1,5,0,0,1,2,0,1.0
5,0,5,0,0,0,2,0,0
0,1,1,2,1,1,1,0,11.0
0,1,1,2,1,1,2,0,10.0
0,1,1,2,1,1,3,0,9.0
1,1,1,2,0,1,3,0,4.0
1,1,1,2,0,1,4,0,1.0
1,2,1,2,0,0,4,0,0
5,4,5,5,0,1,1,0,2.0
5,4,5,5,0,1,4,0,1.0
5,5,5,5,0,0,4,0,0
4,2,5,2,1,0,1,0,3.0
4,2,5,2,1,0,2,0,2.0
4,2,5,2,1,0,3,0,1.0
5,2,5,2,0,0,3,0,0
5,1,4,5,1,4,1,12,13.0
4,1,4,5,0,4,1,12,12.0
4,1,4,5,0,4,4,12,11.0
4,2,4,5,0,3,4,12,8.0
4,3,4,5,0,2,4,12,4.0
4,4,4,5,0,1,4,0,1.0
4,5,4,5,0,0,4,0,0
5,3,1,5,4,2,1,9,21.0
5,3,1,5,4,2,4,9,20.0
5,4,1,5,4,1,4,6,17.0
5,5,1,5,4,0,4,6,16.0
5,5,1,5,4,0,1,6,15.0
4,5,1,5,3,0,1,6,8.0
3,5,1,5,2,0,1,6,5.0
2,5,1,5,1,0,1,0,1.0
1,5,1,5,0,0,1,0,0
5,1,4,5,1,4,1,6,7.0
4,1,4,5,0,4,1,6,6.0
4,1,4,5,0,4,4,6,5.0
4,2,4,5,0,3,4,6,4.0
4,3,4,5,0,2,4,6,2.0
4,4,4,5,0,1,4,0,1.0
4,5,4,5,0,0,4,0,0
5,1,4,1,1,0,1,0,1.0
4,1,4,1,0,0,1,0,0
0,5,1,4,1,1,1,0,13.0
0,5,1,4,1,1,2,0,12.0
0,4,1,4,1,0,2,0,5.0
0,4,1,4,1,0,3,0,1.0
1,4,1,4,0,0,3,0,0
4,0,1,3,3,3,1,10,20.0
4,0,1,3,3,3,4,10,19.0
4,1,1,3,3,2,4,10,16.0
4,2,1,3,3,1,4,14,14.0
4,2,1,3,3,1,1,14,13.0
3,2,1,3,2,1,1,14,10.0
2,2,1,3,1,1,1,0,6.0
1,2,1,3,0,1,1,0,3.0
1,2,1,3,0,1,4,0,1.0
1,3,1,3,0,0,4,0,0
1,2,5,4,4,2,1,12,15.0
1,2,5,4,4,2,4,12,14.0
1,3,5,4,4,1,4,12,11.0
1,4,5,4,4,0,4,12,8.0
1,4,5,4,4,0,3,12,6.0
2,4,5,4,3,0,3,12,5.0
3,4,5,4,2,0,3,12,2.0
4,4,5,4,1,0,3,0,1.0
5,4,5,4,0,0,3,0,0
0,0,3,3,3,3,1,15,21.0
0,0,3,3,3,3,2,15,20.0
0,0,3,3,3,3,3,15,19.0
1,0,3,3,2,3,3,15,16.0
2,0,3,3,1,3,3,11,15.0
2,0,3,3,1,3,4,11,14.0
2,1,3,3,1,2,4,11,11.0
2,2,3,3,1,1,4,0,6.0
2,2,3,3,1,1,3,0,3.0
3,2,3,3,0,1,3,0,2.0
3,2,3,3,0,1,4,0,1.0
3,3,3,3,0,0,4,0,0
1,0,2,0,1,0,1,0,3.0
1,0,2,0,1,0,2,0,2.0
1,0,2,0,1,0,3,0,1.0
2,0,2,0,0,0,3,0,0
1,3,4,1,3,2,1,21,17.0
1,3,4,1,3,2,2,21,16.0
1,3,4,1,3,2,3,21,15.0
2,3,4,1,2,2,3,21,13.0
3,3,4,1,1,2,3,19,10.0
4,3,4,1,0,2,3,19,6.0
4,3,4,1,0,2,2,19,4.0
4,2,4,1,0,1,2,0,1.0
4,1,4,1,0,0,2,0,0
3,3,5,2,2,1,1,18,12.0
2,3,5,2,3,1,1,18,10.0
2,3,5,2,3,1,2,18,9.0
2,2,5,2,3,0,2,18,7.0
2,2,5,2,3,0,3,18,6.0
3,2,5,2,2,0,3,18,3.0
4,2,5,2,1,0,3,0,1.0
5,2,5,2,0,0,3,0,0
0,5,2,0,2,5,1,23,17.0
0,5,2,0,2,5,2,23,16.0
0,4,2,0,2,4,2,23,15.0
0,3,2,0,2,3,2,23,12.0
0,2,2,0,2,2,2,23,10.0
0,2,2,0,2,2,3,23,9.0
1,2,2,0,1,2,3,21,6.0
2,2,2,0,0,2,3,21,5.0
2,2,2,0,0,2,2,21,4.0
2,1,2,0,0,1,2,0,1.0
2,0,2,0,0,0,2,0,0
4,2,3,5,1,3,1,21,13.0
4,2,3,5,1,3,4,21,12.0
4,3,3,5,1,2,4,21,9.0
4,4,3,5,1,1,4,0,3.0
4,5,3,5,1,0,4,0,2.0
4,5,3,5,1,0,1,0,1.0
3,5,3,5,0,0,1,0,0
4,5,5,3,1,2,1,12,10.0
4,5,5,3,1,2,2,12,9.0
4,4,5,3,1,1,2,0,6.0
4,3,5,3,1,0,2,0,3.0
4,3,5,3,1,0,3,0,1.0
5,3,5,3,0,0,3,0,0
4,0,0,2,4,2,1,12,25.0
3,0,0,2,3,2,1,12,20.0
3,0,0,2,3,2,4,12,17.0
3,1,0,2,3,1,4,16,13.0
3,1,0,2,3,1,1,16,11.0
2,1,0,2,2,1,1,16,8.0
1,1,0,2,1,1,1,0,7.0
0,1,0,2,0,1,1,0,3.0
0,1,0,2,0,1,4,0,1.0
0,2,0,2,0,0,4,0,0
1,3,4,5,3,2,1,15,17.0
1,3,4,5,3,2,2,15,16.0
1,3,4,5,3,2,3,15,15.0
2,3,4,5,2,2,3,15,12.0
3,3,4,5,1,2,3,11,10.0
4,3,4,5,0,2,3,11,6.0
4,3,4,5,0,2,4,11,4.0
4,4,4,5,0,1,4,0,1.0
4,5,4,5,0,0,4,0,0
4,1,0,5,4,4,1,9,23.0
4,1,0,5,4,4,4,9,22.0
4,2,0,5,4,3,4,9,17.0
4,3,0,5,4,2,4,9,14.0
4,4,0,5,4,1,4,8,10.0
4,4,0,5,4,1,1,8,8.0
3,4,0,5,3,1,1,8,7.0
2,4,0,5,2,1,1,8,4.0
1,4,0,5,1,1,1,0,3.0
0,4,0,5,0,1,1,0,2.0
0,4,0,5,0,1,4,0,1.0
0,5,0,5,0,0,4,0,0
3,0,0,5,3,5,1,17,20.0
2,0,0,5,2,5,1,17,17.0
1,0,0,5,1,5,1,12,16.0
1,0,0,5,1,5,4,12,15.0
1,1,0,5,1,4,4,12,12.0
1,2,0,5,1,3,4,12,9.0
1,3,0,5,1,2,4,12,7.0
1,3,0,5,1,2,1,12,6.0
0,3,0,5,0,2,1,12,5.0
0,3,0,5,0,2,4,12,4.0
0,4,0,5,0,1,4,0,1.0
0,5,0,5,0,0,4,0,0
5,4,5,2,0,2,1,9,4.0
5,4,5,2,0,2,2,9,3.0
5,3,5,2,0,1,2,0,1.0
5,2,5,2,0,0,2,0,0
0,5,4,5,4,0,1,18,13.0
0,5,4,5,4,0,2,18,12.0
0,5,4,5,4,0,3,18,11.0
1,5,4,5,3,0,3,18,8.0
2,5,4,5,2,0,3,18,4.0
3,5,4,5,1,0,3,0,1.0
4,5,4,5,0,0,3,0,0
3,3,5,2,2,1,1,19,7.0
3,3,5,2,2,1,2,19,6.0
3,2,5,2,2,0,2,19,5.0
3,2,5,2,2,0,3,19,4.0
4,2,5,2,1,0,3,0,1.0
5,2,5,2,0,0,3,0,0
1,5,5,4,4,1,1,14,13.0
1,5,5,4,4,1,2,14,12.0
1,4,5,4,4,0,2,14,10.0
1,4,5,4,4,0,3,14,9.0
2,4,5,4,3,0,3,14,5.0
3,4,5,4,2,0,3,14,2.0
4,4,5,4,1,0,3,0,1.0
5,4,5,4,0,0,3,0,0
2,0,1,2,1,2,1,17,12.0
1,0,1,2,0,2,1,17,7.0
1,0,1,2,0,2,4,17,4.0
1,1,1,2,0,1,4,0,1.0
1,2,1,2,0,0,4,0,0
3,3,3,4,0,1,1,0,2.0
3,3,3,4,0,1,4,0,1.0
3,4,3,4,0,0,4,0,0
5,3,2,1,3,2,1,19,10.0
4,3,2,1,2,2,1,19,7.0
3,3,2,1,1,2,1,13,6.0
2,3,2,1,0,2,1,13,5.0
2,3,2,1,0,2,2,13,4.0
2,2,2,1,0,1,2,0,1.0
2,1,2,1,0,0,2,0,0
2,3,2,4,0,1,1,0,2.0
2,3,2,4,0,1,4,0,1.0
2,4,2,4,0,0,4,0,0
2,2,3,5,1,3,1,15,14.0
2,2,3,5,1,3,4,15,13.0
2,3,3,5,1,2,4,15,7.0
2,4,3,5,1,1,4,0,4.0
2,5,3,5,1,0,4,0,2.0
2,5,3,5,1,0,3,0,1.0
3,5,3,5,0,0,3,0,0
3,1,5,4,2,3,1,20,14.0
3,1,5,4,2,3,2,20,13.0
3,1,5,4,2,3,3,20,12.0
4,1,5,4,1,3,3,11,9.0
5,1,5,4,0,3,3,11,8.0
5,1,5,4,0,3,4,11,7.0
5,2,5,4,0,2,4,11,4.0
5,3,5,4,0,1,4,0,1.0
5,4,5,4,0,0,4,0,0
1,4,0,5,1,1,1,0,6.0
0,4,0,5,0,1,1,0,3.0
0,4,0,5,0,1,4,0,1.0
0,5,0,5,0,0,4,0,0
3,1,4,5,1,4,1,9,15.0
3,1,4,5,1,4,2,9,14.0
3,1,4,5,1,4,3,9,13.0
4,1,4,5,0,4,3,9,11.0
4,1,4,5,0,4,4,9,10.0
4,2,4,5,0,3,4,9,7.0
4,3,4,5,0,2,4,9,4.0
4,4,4,5,0,1,4,0,1.0
4,5,4,5,0,0,4,0,0
0,3,1,5,1,2,1,11,9.0
0,3,1,5,1,2,4,11,8.0
0,4,1,5,1,1,4,0,4.0
0,5,1,5,1,0,4,0,2.0
0,5,1,5,1,0,3,0,1.0
1,5,1,5,0,0,3,0,0
2,0,1,1,1,1,1,0,4.0
2,0,1,1,1,1,4,0,3.0
2,1,1,1,1,0,4,0,2.0
2,1,1,1,1,0,1,0,1.0
1,1,1,1,0,0,1,0,0
4,4,3,0,1,4,1,20,14.0
4,4,3,0,1,4,2,20,13.0
4,3,3,0,1,3,2,20,10.0
4,2,3,0,1,2,2,20,9.0
4,1,3,0,1,1,2,0,6.0
4,0,3,0,1,0,2,0,3.0
4,0,3,0,1,0,1,0,1.0
3,0,3,0,0,0,1,0,0
3,2,2,5,1,3,1,12,14.0
3,2,2,5,1,3,4,12,13.0
3,3,2,5,1,2,4,12,10.0
3,4,2,5,1,1,4,0,6.0
3,4,2,5,1,1,1,0,4.0
2,4,2,5,0,1,1,0,2.0
2,4,2,5,0,1,4,0,1.0
2,5,2,5,0,0,4,0,0
0,2,0,5,0,3,1,13,11.0
0,2,0,5,0,3,4,13,10.0
0,3,0,5,0,2,4,13,6.0
0,4,0,5,0,1,4,0,1.0
0,5,0,5,0,0,4,0,0
0,1,0,4,0,3,1,6,8.0
0,1,0,4,0,3,4,6,7.0
0,2,0,4,0,2,4,6,2.0
0,3,0,4,0,1,4,0,1.0
0,4,0,4,0,0,4,0,0
0,1,0,4,0,3,1,9,15.0
0,1,0,4,0,3,4,9,14.0
